"city","state","lat","lon"
"Morristown","NJ",40.7966,-74.4772
"Taylortown","NJ",40.9379,-74.3946
"Marcella","NJ",40.987,-74.4743
"Marshalltown","NJ",39.6376,-75.4533
"Leisuretowne","NJ",39.8987,-74.7052
"Woods Tavern","NJ",40.5023,-74.6446
"Wickatunk","NJ",40.3501,-74.2479
"Pennington","NJ",40.3264,-74.7906
"West Long Branch","NJ",40.2883,-74.0185
"Ocean Grove","NJ",40.2119,-74.0078
"Green Village","NJ",40.7393,-74.4535
"Blue Anchor","NJ",39.6896,-74.8827
"Voorhees","NJ",40.4822,-74.4924
"Bradley Gardens","NJ",40.5711,-74.6679
"Leisure Village East","NJ",40.0384,-74.1678
"Millville","NJ",39.3903,-75.0561
"Shark River Hills","NJ",40.1922,-74.0463
"Lavallette","NJ",39.9697,-74.0718
"West Creek","NJ",39.6346,-74.3071
"Bennetts Mills","NJ",40.129,-74.2751
"Farmingdale","NJ",40.1985,-74.1702
"Newport","NJ",39.2968,-75.1766
"Northfield","NJ",39.3718,-74.5543
"Lincoln Park","NJ",40.9239,-74.3035
"Gladstone","NJ",40.7226,-74.6654
"Lenola","NJ",39.9623,-74.9824
"Kresson","NJ",39.8576,-74.9213
"Twin Rivers","NJ",40.263,-74.4917
"Newark","NJ",40.7245,-74.1725
"Frenchtown","NJ",40.5273,-75.0571
"Bernardsville","NJ",40.7268,-74.5918
"Ventnor City","NJ",39.3457,-74.486
"Washington","NJ",40.7587,-74.9825
"Andover","NJ",40.9859,-74.7429
"Folsom","NJ",39.5928,-74.8424
"Ewansville","NJ",39.9784,-74.7352
"Camden","NJ",39.9361,-75.1073
"Robbinsville","NJ",40.2196,-74.6285
"Darlington","NJ",41.0804,-74.1821
"Penns Neck","NJ",40.3323,-74.6368
"Broadway","NJ",40.7355,-75.0495
"Buena","NJ",39.5282,-74.9448
"Whitesboro","NJ",39.0417,-74.8674
"Garwood","NJ",40.6513,-74.3231
"Land of Pines","NJ",40.1582,-74.2288
"Sparta","NJ",41.0334,-74.6385
"Far Hills","NJ",40.6907,-74.6258
"Evesboro","NJ",39.9134,-74.9235
"Red Lion","NJ",39.8896,-74.7446
"Anderson","NJ",40.7617,-74.9301
"Spring Lake Heights","NJ",40.1522,-74.043
"Butler","NJ",40.9989,-74.3472
"Winslow","NJ",39.6573,-74.8624
"Millington","NJ",40.6773,-74.5177
"Paulsboro","NJ",39.84,-75.2397
"Linden","NJ",40.6251,-74.2381
"Tavistock","NJ",39.8758,-75.0272
"Bay Head","NJ",40.07,-74.048
"West Freehold","NJ",40.2324,-74.2943
"Tennent","NJ",40.2796,-74.3343
"Bakersville","NJ",40.2748,-74.7063
"Brookfield","NJ",40.8184,-75.0613
"Manahawkin","NJ",39.693,-74.2493
"Berlin","NJ",39.7915,-74.9375
"Whitman Square","NJ",39.7459,-75.0343
"Florham Park","NJ",40.7772,-74.3953
"Pellettown","NJ",41.1615,-74.6746
"Long Branch","NJ",40.2965,-73.9915
"Princeton Junction","NJ",40.3207,-74.6236
"Harrington Park","NJ",40.9899,-73.9803
"Maple Shade","NJ",39.9526,-74.9924
"Gilford Park","NJ",39.9487,-74.1371
"Bridgeport","NJ",39.8009,-75.3474
"Ship Bottom","NJ",39.6458,-74.1832
"Lodi","NJ",40.8784,-74.0815
"Hasbrouck Heights","NJ",40.8619,-74.0741
"Golf View","NJ",39.7007,-75.4694
"Collings Lakes","NJ",39.5939,-74.8821
"Ho-Ho-Kus","NJ",41.0001,-74.0972
"Point Pleasant Beach","NJ",40.0928,-74.0456
"Teterboro","NJ",40.8579,-74.0594
"Fairton","NJ",39.3758,-75.213
"Bridgeton","NJ",39.4286,-75.2281
"Dunellen","NJ",40.5903,-74.4656
"Long Valley","NJ",40.7825,-74.7777
"Succasunna","NJ",40.8507,-74.6596
"Hightstown","NJ",40.2686,-74.5253
"Plainsboro Center","NJ",40.3311,-74.5937
"Hancocks Bridge","NJ",39.5046,-75.4612
"Chesilhurst","NJ",39.7307,-74.8786
"Riviera Beach","NJ",40.0979,-74.1001
"Gibbsboro","NJ",39.8332,-74.9657
"Rossmoor","NJ",40.3361,-74.4726
"Riverside Park","NJ",40.0384,-74.9746
"Mount Fern","NJ",40.8657,-74.5785
"Barnegat Light","NJ",39.753,-74.1081
"Rahway","NJ",40.6077,-74.2807
"Delaware","NJ",40.8907,-75.0665
"Green Knoll","NJ",40.6048,-74.615
"Piscataway","NJ",40.4993,-74.399
"Clyde","NJ",40.4874,-74.5132
"East Hanover","NJ",40.8201,-74.3649
"Woodbury","NJ",39.8379,-75.1524
"Green Grove","NJ",40.2343,-74.0774
"Riverside","NJ",40.0323,-74.9574
"Dennisville","NJ",39.1932,-74.8252
"Cliffwood","NJ",40.4368,-74.2396
"Glenside","NJ",39.6665,-75.4883
"Pedricktown","NJ",39.7612,-75.4077
"Marlboro","NJ",40.3154,-74.2463
"Monmouth Beach","NJ",40.3364,-73.9863
"North Bergen","NJ",40.8043,-74.0121
"East Freehold","NJ",40.2718,-74.2425
"Allenhurst","NJ",40.2362,-74.0017
"Englishtown","NJ",40.2971,-74.3607
"Star Cross","NJ",39.6465,-75.0152
"Kendall Park","NJ",40.4138,-74.5626
"Princeton","NJ",40.3562,-74.6693
"Penns Grove","NJ",39.7275,-75.4691
"South Toms River","NJ",39.9417,-74.2087
"East Trenton Heights","NJ",40.2587,-74.7099
"High Bridge","NJ",40.6684,-74.894
"Roselle Park","NJ",40.6653,-74.2666
"Willingboro","NJ",40.0279,-74.8691
"Port Colden","NJ",40.7684,-74.9541
"Stockholm","NJ",41.0895,-74.5171
"Oak Valley","NJ",39.8055,-75.1589
"Thorofare","NJ",39.8423,-75.1963
"New Brunswick","NJ",40.487,-74.445
"Ramblewood","NJ",39.9322,-74.9527
"East Millstone","NJ",40.5011,-74.5661
"Wood-Ridge","NJ",40.8508,-74.0878
"Clementon","NJ",39.8046,-74.9851
"Bound Brook","NJ",40.5676,-74.5382
"Strathmore","NJ",40.4018,-74.2193
"Mountainside","NJ",40.6811,-74.36
"Annandale","NJ",40.6468,-74.8881
"Cliffside Park","NJ",40.8221,-73.988
"Westville","NJ",39.8705,-75.1302
"Salem","NJ",39.5681,-75.4724
"Harrison","NJ",40.7431,-74.1531
"Whitehouse Station","NJ",40.6159,-74.772
"Edgewater","NJ",40.8237,-73.974
"Somerville","NJ",40.5696,-74.6092
"Palmyra","NJ",40.0025,-75.036
"Nesco","NJ",39.6382,-74.6965
"Middlesex","NJ",40.5744,-74.5011
"Estell Manor","NJ",39.3587,-74.7751
"Colonia","NJ",40.5929,-74.3151
"Cedar Brook","NJ",39.7154,-74.9007
"Jobstown","NJ",40.0371,-74.6929
"Clarksburg","NJ",40.1887,-74.4407
"North Haledon","NJ",40.9628,-74.1844
"Sea Isle City","NJ",39.1523,-74.6976
"Cassville","NJ",40.1046,-74.3865
"Kingston Estates","NJ",39.9188,-74.9898
"Hope","NJ",40.9098,-74.9647
"Iselin","NJ",40.5702,-74.317
"Imlaystown","NJ",40.1676,-74.5152
"Midland Park","NJ",40.9952,-74.1411
"West Cape May","NJ",38.9423,-74.9378
"Ramtown","NJ",40.1144,-74.1492
"Mount Hope","NJ",40.9262,-74.5427
"Prospect Plains","NJ",40.324,-74.471
"Martinsville","NJ",40.603,-74.5751
"Fairview","NJ",40.8182,-74.0022
"Cape May Court House","NJ",39.079,-74.8211
"Oxford","NJ",40.8052,-74.9966
"Stratford","NJ",39.829,-75.0156
"Apshawa","NJ",41.0176,-74.3629
"Sayreville","NJ",40.4656,-74.3237
"Lawnside","NJ",39.8673,-75.0289
"Beemerville","NJ",41.2107,-74.6916
"Mickleton","NJ",39.7901,-75.2377
"Woodbridge","NJ",40.555,-74.2846
"Glen Gardner","NJ",40.7004,-74.9395
"Mount Ephraim","NJ",39.8806,-75.0917
"Belle Mead","NJ",40.4645,-74.6725
"Green Pond","NJ",41.0173,-74.4777
"Wildwood Crest","NJ",38.9718,-74.8376
"Tuckerton","NJ",39.5974,-74.3306
"Carlstadt","NJ",40.8247,-74.0613
"Hampton","NJ",40.7069,-74.9642
"Brunswick Gardens","NJ",40.3907,-74.3363
"Turnersville","NJ",39.7666,-75.0614
"Bogota","NJ",40.875,-74.0293
"Pine Hill","NJ",39.7879,-74.9857
"Mountain Lakes","NJ",40.8907,-74.4407
"Mercerville","NJ",40.236,-74.6916
"Masonville","NJ",39.9784,-74.8702
"Unionville","NJ",40.0054,-74.7646
"Palisades Park","NJ",40.8472,-73.9967
"North Beach Haven","NJ",39.6009,-74.2119
"Mount Olive","NJ",40.8515,-74.7329
"Rosenhayn","NJ",39.4787,-75.138
"North Plainfield","NJ",40.6209,-74.4386
"New Village","NJ",40.7184,-75.0774
"Ogdensburg","NJ",41.0769,-74.5973
"Forked River","NJ",39.8202,-74.1456
"Lumberton","NJ",39.9659,-74.8052
"Cream Ridge","NJ",40.1351,-74.524
"Smalleytown","NJ",40.6559,-74.4782
"Finderne","NJ",40.5626,-74.5743
"Browntown","NJ",40.4018,-74.3065
"Milford","NJ",40.5694,-75.0916
"Cresskill","NJ",40.9405,-73.9596
"Mount Rose","NJ",40.3693,-74.739
"Keansburg","NJ",40.4469,-74.1316
"Wanamassa","NJ",40.2365,-74.0294
"Barnegat","NJ",39.7547,-74.2224
"Richwood","NJ",39.714,-75.1734
"McCoys Corner","NJ",41.1979,-74.6302
"Jacksons Mills","NJ",40.1479,-74.324
"Fair Lawn","NJ",40.9359,-74.1177
"Bridgeville","NJ",40.8371,-75.0244
"Madison Park","NJ",40.4461,-74.2959
"Port Reading","NJ",40.5669,-74.2475
"Mine Hill","NJ",40.8779,-74.5938
"Rumson","NJ",40.3626,-74.0046
"Woodbine","NJ",39.2283,-74.8095
"East Orange","NJ",40.7651,-74.2117
"Plainsboro","NJ",40.3334,-74.6004
"Medford Lakes","NJ",39.8582,-74.8056
"Corbin City","NJ",39.3047,-74.7199
"Colesville","NJ",41.2751,-74.6499
"Plumbsock","NJ",41.2187,-74.6707
"Roebling","NJ",40.1167,-74.7775
"Cranbury","NJ",40.3102,-74.5168
"Brookside","NJ",40.7943,-74.5679
"Gibbstown","NJ",39.8233,-75.2782
"Country Lake Estates","NJ",39.9489,-74.5411
"Watchung","NJ",40.6432,-74.4391
"Waretown","NJ",39.7898,-74.1925
"Marlton","NJ",39.9016,-74.9297
"Shrewsbury","NJ",40.3249,-74.06
"Fieldsboro","NJ",40.1362,-74.7314
"Westwood","NJ",40.9878,-74.0308
"Clarksboro","NJ",39.7998,-75.2238
"Beckett","NJ",39.7565,-75.3564
"Newton","NJ",41.0534,-74.7527
"Blairstown","NJ",40.985,-74.9579
"Caldwell","NJ",40.839,-74.2776
"Oakhurst","NJ",40.2607,-74.0263
"Barrington","NJ",39.8689,-75.0514
"Northvale","NJ",41.0099,-73.9505
"Port Monmouth","NJ",40.4337,-74.101
"White Horse","NJ",40.192,-74.7022
"Strathmere","NJ",39.1944,-74.6618
"Beachwood","NJ",39.9286,-74.2023
"Lamington","NJ",40.6609,-74.7174
"Eldridge Park","NJ",40.2654,-74.7449
"Belvidere","NJ",40.8294,-75.0728
"Vienna","NJ",40.8698,-74.881
"Freehold","NJ",40.2596,-74.2755
"Mays Landing","NJ",39.4524,-74.7241
"Pompton Plains","NJ",40.9682,-74.2957
"Roseland","NJ",40.8208,-74.3086
"Passaic","NJ",40.8574,-74.1282
"Cross Keys","NJ",39.7134,-75.0296
"Dover Beaches North","NJ",39.9921,-74.0713
"Echelon","NJ",39.8482,-74.9957
"Monroeville","NJ",39.629,-75.1593
"Mantoloking","NJ",40.0434,-74.0512
"Ellisburg","NJ",39.9199,-75.0093
"Braddock","NJ",39.7009,-74.8896
"Blackwells Mills","NJ",40.4815,-74.5714
"Van Hiseville","NJ",40.1118,-74.3426
"Rutherford","NJ",40.8203,-74.1057
"Cape May Point","NJ",38.9372,-74.9651
"Hillsdale","NJ",41.0074,-74.044
"Chester","NJ",40.7874,-74.6921
"Point Pleasant","NJ",40.0772,-74.0702
"Lake Mohawk","NJ",41.015,-74.6639
"Little Ferry","NJ",40.8464,-74.0388
"Newfoundland","NJ",41.0465,-74.4352
"Beach Haven","NJ",39.5658,-74.2489
"Zarephath","NJ",40.5362,-74.5744
"Newfield","NJ",39.5484,-75.0167
"Atlantic City","NJ",39.3797,-74.4527
"Spring Lake","NJ",40.1538,-74.0271
"Essex Fells","NJ",40.827,-74.2798
"Dorothy","NJ",39.4007,-74.8238
"Asbury Park","NJ",40.2226,-74.0117
"Glassboro","NJ",39.7014,-75.1113
"Crosswicks","NJ",40.1534,-74.6477
"Stewartsville","NJ",40.6939,-75.1115
"Roselle","NJ",40.6527,-74.2599
"Williamstown","NJ",39.6874,-74.9785
"Haledon","NJ",40.9363,-74.1887
"Pequannock","NJ",40.9523,-74.2988
"Elmer","NJ",39.5919,-75.174
"Middletown","NJ",40.3943,-74.1171
"Woodstock","NJ",40.9954,-74.526
"Mahwah","NJ",41.0887,-74.1438
"Skillman","NJ",40.4247,-74.7139
"Smithburg","NJ",40.209,-74.3529
"Elmwood Park","NJ",40.905,-74.1201
"Laurence Harbor","NJ",40.4489,-74.2494
"Woodbury Heights","NJ",39.816,-75.1512
"Merchantville","NJ",39.9502,-75.0504
"Pleasant Grove","NJ",40.1246,-74.3429
"Dayton","NJ",40.3815,-74.5137
"Whippany","NJ",40.8245,-74.4171
"Ramsey","NJ",41.0595,-74.1454
"Hainesport","NJ",39.9837,-74.8271
"Mantua","NJ",39.794,-75.1721
"Jamesburg","NJ",40.3494,-74.44
"Rockleigh","NJ",41.0025,-73.9327
"Francis Mills","NJ",40.1348,-74.3974
"Pemberton Heights","NJ",39.9565,-74.6766
"Englewood","NJ",40.8917,-73.9736
"Port Murray","NJ",40.7913,-74.9137
"Norwood","NJ",40.9933,-73.951
"Clearbrook Park","NJ",40.3097,-74.4644
"Lindenwold","NJ",39.8172,-74.9898
"Hutchinson","NJ",40.7818,-75.1252
"Vincentown","NJ",39.934,-74.7485
"Englewood Cliffs","NJ",40.8822,-73.9466
"Franklin","NJ",41.1101,-74.5886
"Weehawken","NJ",40.7695,-74.0204
"Collingswood","NJ",39.916,-75.0759
"Maywood","NJ",40.9025,-74.0634
"Stockton","NJ",40.4063,-74.9759
"Lawrenceville","NJ",40.3018,-74.7378
"Browns Mills","NJ",39.9737,-74.569
"Rio Grande","NJ",39.0196,-74.8762
"Pemberton","NJ",39.9715,-74.6855
"National Park","NJ",39.8676,-75.1853
"Alloway","NJ",39.5621,-75.3509
"Carneys Point","NJ",39.7075,-75.4673
"Florence","NJ",40.1191,-74.8094
"Haddonfield","NJ",39.8955,-75.0346
"Petersburg","NJ",41.0082,-74.524
"Kinnelon","NJ",40.9847,-74.3862
"Springdale","NJ",40.607,-74.5088
"Jerseyville","NJ",40.2393,-74.2293
"East Newark","NJ",40.751,-74.1623
"Branchburg Park","NJ",40.5723,-74.6849
"Neptune City","NJ",40.2005,-74.0334
"Juliustown","NJ",40.0121,-74.6714
"Hewitt","NJ",41.1418,-74.3107
"Cherry Hill","NJ",39.9348,-75.0307
"Denville","NJ",40.8923,-74.4774
"Avalon","NJ",39.0906,-74.7357
"Ewan","NJ",39.6987,-75.186
"Blawenburg","NJ",40.4058,-74.6973
"West Wildwood","NJ",39.0005,-74.8234
"Flagtown","NJ",40.517,-74.6843
"Yorketown","NJ",40.3064,-74.3385
"Mullica Hill","NJ",39.7266,-75.2191
"Jacksonville","NJ",40.0504,-74.7635
"Rancocas","NJ",40.0107,-74.8668
"Hi-Nella","NJ",39.8367,-75.022
"Brookdale","NJ",40.8348,-74.1798
"Wallington","NJ",40.8535,-74.1069
"Ledgewood","NJ",40.8812,-74.656
"Ocean Gate","NJ",39.9268,-74.135
"Surf City","NJ",39.6645,-74.1709
"Holiday Heights","NJ",39.9394,-74.2572
"Park Ridge","NJ",41.0352,-74.0423
"Morris Plains","NJ",40.8357,-74.4786
"Hamilton Square","NJ",40.2248,-74.6526
"Heathcote","NJ",40.3908,-74.5756
"Brownville","NJ",40.4009,-74.2959
"Riverdale","NJ",40.9921,-74.3125
"Greentree","NJ",39.8989,-74.9614
"Dover","NJ",40.8859,-74.5597
"Liberty Corner","NJ",40.6648,-74.5774
"Crandon Lakes","NJ",41.1234,-74.8403
"Tabor","NJ",40.8712,-74.4799
"Clifton","NJ",40.8631,-74.1575
"Pine Beach","NJ",39.9359,-74.17
"Elwood","NJ",39.5731,-74.7148
"Wrightstown","NJ",40.0258,-74.6317
"Oakland","NJ",41.0313,-74.2408
"Secaucus","NJ",40.781,-74.0659
"Villas","NJ",39.0157,-74.935
"Navajo Dam","NM",36.7981,-107.7045
"Gascon","NM",35.8867,-105.4461
"Taos Ski Valley","NM",36.5908,-105.4375
"Crownpoint","NM",35.688,-108.1494
"Playas","NM",31.9126,-108.5363
"Tse Bonito","NM",35.6525,-109.0361
"Pleasant Hill","NM",34.5204,-103.0738
"Bayard","NM",32.7583,-108.1336
"Pueblo of Sandia Village","NM",35.2536,-106.5706
"Monero","NM",36.902,-106.8553
"Aden","NM",32.1529,-107.1275
"Virden","NM",32.6889,-109.0015
"Hondo","NM",33.3876,-105.2708
"Timberon","NM",32.6359,-105.6924
"Escabosa","NM",34.9251,-106.29
"Encinal","NM",35.1308,-107.4368
"Seboyeta","NM",35.2241,-107.4049
"La Cueva","NM",35.9417,-105.2492
"Chimayo","NM",35.9976,-105.9363
"Jacona","NM",35.8887,-106.0386
"Tajique","NM",34.76,-106.301
"Sabinal","NM",34.4937,-106.8075
"Questa","NM",36.7114,-105.5936
"Organ","NM",32.4251,-106.6024
"White Signal","NM",32.5724,-108.3512
"El Vado","NM",36.5939,-106.7286
"High Rolls","NM",32.9388,-105.8214
"Los Trujillos","NM",34.6467,-106.7609
"La Huerta","NM",32.4489,-104.2226
"Tome","NM",34.7397,-106.723
"Vaughn","NM",34.6072,-105.2126
"Jemez Springs","NM",35.7732,-106.6909
"Capulin","NM",36.7445,-103.9958
"Ojo Amarillo","NM",36.6942,-108.3704
"Canon","NM",35.6718,-106.7527
"Gladiola","NM",33.2573,-103.1799
"Correo","NM",34.955,-107.1848
"Sombrillo","NM",35.9802,-106.0353
"Vadito","NM",36.193,-105.6754
"Alire","NM",36.4764,-106.5809
"Santa Ana Pueblo","NM",35.3495,-106.5202
"San Fidel","NM",35.1025,-107.5975
"Ojo Feliz","NM",36.0578,-105.1183
"McIntosh","NM",34.8804,-106.0577
"Alcalde","NM",36.0854,-106.0575
"Sunland Park","NM",31.8195,-106.5948
"Newcomb","NM",36.2834,-108.7082
"San Rafael","NM",35.0878,-107.8895
"Montoya","NM",35.0998,-104.0639
"San Mateo","NM",35.3317,-107.6469
"Raton","NM",36.885,-104.4396
"Canjilon","NM",36.4841,-106.4333
"Chamisal","NM",36.1725,-105.7459
"Mayhill","NM",32.8962,-105.496
"Alameda","NM",35.1867,-106.6181
"Sherman","NM",32.7467,-107.8864
"Nambe","NM",35.8984,-105.9667
"Cuervo","NM",35.0312,-104.4086
"Sedan","NM",36.1445,-103.1305
"Dahlia","NM",35.1214,-105.2769
"Fence Lake","NM",34.669,-108.6801
"Cedar Hill","NM",36.9296,-107.8871
"Pedernal","NM",34.6356,-105.6433
"La Cienega","NM",35.5801,-106.1127
"Isleta","NM",34.9073,-106.6892
"North San Ysidro","NM",35.4747,-105.5661
"Dalies","NM",34.772,-106.8606
"Canada de los Alamos","NM",35.5926,-105.8597
"Wingate","NM",35.5145,-108.5448
"Mountainair","NM",34.5197,-106.2428
"Truchas","NM",36.0338,-105.8095
"Las Vegas","NM",35.6011,-105.2206
"Mesilla","NM",32.2692,-106.8085
"Lee Acres","NM",36.7103,-108.0725
"Forrest","NM",34.7948,-103.6013
"Carlsbad","NM",32.4067,-104.2376
"Dexter","NM",33.1952,-104.369
"Rio En Medio","NM",35.8221,-105.901
"Sandia Heights","NM",35.1746,-106.4884
"Animas","NM",31.9449,-108.8065
"Los Alamos","NM",35.8926,-106.2862
"Obar","NM",35.535,-103.2013
"Clovis","NM",34.4376,-103.1923
"Lemitar","NM",34.1551,-106.9122
"Cundiyo","NM",35.9564,-105.8971
"La Luz","NM",32.9698,-105.9388
"Columbus","NM",31.8247,-107.6401
"Placitas","NM",35.3226,-106.4436
"Mountain View","NM",32.2289,-107.7462
"Cebolla","NM",36.5383,-106.4864
"Taos Pueblo","NM",36.4656,-105.5635
"Fort Sumner","NM",34.479,-104.2331
"Glencoe","NM",33.4093,-105.4489
"Malaga","NM",32.2227,-104.0692
"Paraje","NM",35.0444,-107.4681
"Elida","NM",33.9443,-103.6552
"Radium Springs","NM",32.4783,-106.9031
"Crocker","NM",33.3423,-107.0306
"Moquino","NM",35.1801,-107.3701
"Lordsburg","NM",32.3438,-108.7021
"Joffre","NM",34.4873,-105.0444
"Loco Hills","NM",32.8197,-103.9781
"Luna","NM",33.8181,-108.9436
"San Felipe Pueblo","NM",35.4338,-106.425
"McCartys","NM",35.0628,-107.6695
"Bluewater","NM",35.255,-107.9856
"Red River","NM",36.7043,-105.4067
"Coolidge","NM",35.447,-108.3634
"Broadview","NM",34.8195,-103.2136
"Maljamar","NM",32.8562,-103.7627
"Abo","NM",34.4559,-106.3331
"Ranchito","NM",36.4042,-105.5978
"Encino","NM",34.6518,-105.4586
"Turley","NM",36.7525,-107.7651
"Casa Colorada","NM",34.5534,-106.742
"Agudo","NM",34.4053,-104.3036
"Tolar","NM",34.4509,-103.9316
"San Juan Pueblo","NM",36.0528,-106.0706
"Clayton","NM",36.4434,-103.1577
"Youngsville","NM",36.1928,-106.566
"Thoreau","NM",35.4209,-108.2235
"Cedar Grove","NM",35.1679,-106.1616
"Brimhall Nizhoni","NM",35.7785,-108.6322
"East Pecos","NM",35.5765,-105.6499
"Three Rivers","NM",33.3215,-106.075
"Cliff","NM",32.966,-108.6176
"Hanover","NM",32.8149,-108.0897
"Los Chavez","NM",34.7332,-106.7632
"Sabinoso","NM",35.6989,-104.408
"Buckhorn","NM",33.0315,-108.6944
"El Cerro","NM",34.7807,-106.6956
"Chama","NM",36.8926,-106.5843
"Maxwell","NM",36.5411,-104.5431
"Endee","NM",35.1378,-103.1077
"Logan","NM",35.3581,-103.4449
"Fort Stanton","NM",33.4959,-105.523
"Orogrande","NM",32.3875,-106.1003
"San Miguel","NM",32.1535,-106.7269
"Chamita","NM",36.0706,-106.0974
"Elk","NM",32.9432,-105.3344
"Twin Lakes","NM",35.6834,-108.7709
"Brazos","NM",36.7528,-106.5598
"Wagon Mound","NM",36.0048,-104.7091
"Afton","NM",32.0729,-106.9442
"Jal","NM",32.1148,-103.19
"Bellview","NM",34.8212,-103.1077
"Dixon","NM",36.1886,-105.8784
"Ruidoso Downs","NM",33.3312,-105.5968
"Silio","NM",34.5892,-105.9342
"Lyden","NM",36.1537,-106.0147
"Negra","NM",34.664,-105.5372
"Abbott","NM",36.3056,-104.2589
"Mosquero","NM",35.7743,-103.9544
"La Plata","NM",36.9232,-108.1932
"Monticello","NM",33.397,-107.4509
"Oasis","NM",32.9277,-107.3164
"Optimo","NM",35.8903,-104.8036
"Shiprock","NM",36.7924,-108.7005
"Dora","NM",33.9322,-103.3369
"Tierra Amarilla","NM",36.7061,-106.5599
"San Lorenzo","NM",32.8086,-107.9221
"Krider","NM",34.434,-103.8441
"Rutheron","NM",36.7186,-106.6117
"Boles Acres","NM",32.8193,-105.9783
"Miami","NM",36.35,-104.7931
"Sheep Springs","NM",36.1564,-108.6906
"Peralta","NM",34.8283,-106.6859
"Aztec","NM",36.819,-107.9823
"Cowles","NM",35.812,-105.6597
"Zia Pueblo","NM",35.52,-106.715
"Picacho","NM",33.3518,-105.145
"Gran Quivira","NM",34.2637,-106.102
"Valmora","NM",35.8164,-104.9231
"Valdez","NM",36.5345,-105.5839
"Bueyeros","NM",35.9795,-103.6872
"Lovington","NM",32.9125,-103.3277
"Medanales","NM",36.1756,-106.1834
"Pinon","NM",32.6182,-105.3867
"Fort Wingate","NM",35.4678,-108.5412
"Milan","NM",35.195,-107.8947
"Grants","NM",35.1538,-107.8335
"Carnuel","NM",35.0609,-106.4587
"Stanley","NM",35.1475,-105.977
"Fruitland","NM",36.7392,-108.3956
"Las Maravillas","NM",34.734,-106.669
"Pinehill","NM",35.0031,-108.408
"Pecos","NM",35.5754,-105.6786
"Willard","NM",34.5948,-106.0314
"Kirtland","NM",36.75,-108.3596
"Sapello","NM",35.7728,-105.2533
"Hatch","NM",32.6682,-107.1642
"Zuni Pueblo","NM",35.0708,-108.8484
"Veguita","NM",34.5147,-106.7678
"Mora","NM",35.9634,-105.3313
"Chloride","NM",33.3387,-107.6778
"Ocate","NM",36.1756,-105.0481
"Upham","NM",32.8865,-107.0022
"Conchas","NM",35.3715,-104.2085
"Cimarron","NM",36.5087,-104.9115
"Canones","NM",36.1769,-106.4244
"Guadalupita","NM",36.1375,-105.2386
"Prewitt","NM",35.3628,-108.044
"Rio Communities","NM",34.6459,-106.7164
"Bingham","NM",33.889,-106.3725
"Serafina","NM",35.3975,-105.3236
"Engle","NM",33.177,-107.0314
"Glorieta","NM",35.5839,-105.7629
"Chamizal","NM",34.2183,-106.9151
"San Cristobal","NM",36.6101,-105.6318
"Grama","NM",32.7429,-107.0322
"Aragon","NM",33.8899,-108.5201
"Pojoaque","NM",35.8962,-106.0105
"Ponderosa","NM",35.6555,-106.6544
"Beclabito","NM",36.8335,-109.004
"Chical","NM",34.8657,-106.667
"Madrid","NM",35.4032,-106.1538
"Grady","NM",34.8218,-103.3157
"Colmor","NM",36.2206,-104.6494
"Blanco","NM",36.7211,-107.8332
"Yah-ta-hey","NM",35.6216,-108.7919
"Hollywood","NM",33.3234,-105.635
"Lamy","NM",35.4855,-105.8863
"La Mesilla","NM",35.9461,-106.0719
"Los Ranchos de Albuquerque","NM",35.1626,-106.6481
"Fierro","NM",32.8454,-108.0781
"Levy","NM",36.0881,-104.6867
"San Antonito","NM",33.8918,-106.88
"La Villita","NM",36.1001,-106.0514
"Paradise Hills","NM",35.1982,-106.7023
"Sanostee","NM",36.4329,-108.873
"Grenville","NM",36.5931,-103.6134
"Penasco","NM",36.1703,-105.6907
"La Puebla","NM",35.989,-105.9988
"Texico","NM",34.3897,-103.0513
"Abiquiu","NM",36.2017,-106.3239
"Dunken","NM",32.8129,-105.2025
"Angel Fire","NM",36.3821,-105.2718
"Jemez Pueblo","NM",35.6068,-106.7332
"Escondida","NM",34.1013,-106.8974
"Romeroville","NM",35.5228,-105.2447
"Lake Sumner","NM",34.6186,-104.3801
"Lincoln","NM",33.492,-105.3839
"Algodones","NM",35.3802,-106.4731
"Ute Park","NM",36.5467,-105.1038
"Sunset","NM",33.3395,-105.0753
"La Madera","NM",36.3808,-106.042
"Cerrillos","NM",35.4378,-106.1225
"Los Pinos","NM",36.9883,-106.0645
"Anthony","NM",32.0131,-106.5985
"Whitewater","NM",32.5815,-108.1339
"Jaconita","NM",35.8857,-106.0611
"San Jon","NM",35.1142,-103.3354
"Cubero","NM",35.0903,-107.5264
"San Patricio","NM",33.409,-105.3269
"Estancia","NM",34.7669,-106.0313
"Farmington","NM",36.7555,-108.1823
"Newkirk","NM",35.0635,-104.2716
"Field","NM",34.6287,-103.5655
"Rowe","NM",35.4922,-105.6715
"Rio Rancho","NM",35.2872,-106.6981
"Torrance","NM",34.3412,-105.5281
"Edgewood","NM",35.0614,-106.1914
"El Valle de Arroyo Seco","NM",35.9526,-106.0262
"Sandia Park","NM",35.1648,-106.3657
"Bernardo","NM",34.4187,-106.8336
"Acomita Lake","NM",35.066,-107.6173
"Humble City","NM",32.7951,-103.2191
"Pinedale","NM",35.6039,-108.447
"Villanueva","NM",35.2659,-105.3602
"Whites City","NM",32.1767,-104.3738
